utterance_id,speaker_id,condition,reference,transcript,wer,speaker_cosine_to_original
2277-149896-0003,2277,pitch_-3,HE ALSO THOUGHT OF HIS MANAGERIAL POSITION,HE ALSO FOUND HIS MANAGER REAL POSITION ,0.5714285714285714,0.15906351804733276
2277-149896-0003,2277,pitch_+3,HE ALSO THOUGHT OF HIS MANAGERIAL POSITION,HE ALSO THOUGHT HIS MANAGERIAL POSITION ,0.14285714285714285,0.12503422796726227
2277-149896-0004,2277,original,HOW WOULD THE PAPERS TALK ABOUT IT,HOW WOULD THE PAPERS TALK ABOUT IT ,0.0,1.0
2277-149896-0004,2277,pitch_-3,HOW WOULD THE PAPERS TALK ABOUT IT,HOW DID THE PAPER STOP THEM OUT ,0.7142857142857143,0.0956743061542511
2277-149896-0004,2277,pitch_+3,HOW WOULD THE PAPERS TALK ABOUT IT,HOW DID THE PAPERS TALK ABOUT IT ,0.14285714285714285,0.1967347115278244
2035-147960-0000,2035,original,SHE WAS FOUR YEARS OLDER THAN I TO BE SURE AND HAD SEEN MORE OF THE WORLD BUT I WAS A BOY AND SHE WAS A GIRL AND I RESENTED HER PROTECTING MANNER,SHE WAS FOUR YEARS OLDER THAN I TO BE SURE AND HAD SEEN MORE OF THE WORLD BUT I WAS A BOY AND SHE WAS A GIRL AND I RESENTED HER PROTECTING MANNER ,0.0,1.0
2035-147960-0000,2035,pitch_-3,SHE WAS FOUR YEARS OLDER THAN I TO BE SURE AND HAD SEEN MORE OF THE WORLD BUT I WAS A BOY AND SHE WAS A GIRL AND I RESENTED HER PROTECTING MANNER,SHE WAS FOUR YEARS OLD AND I TO BE SURE AND HAS SEEN MORE OF THE WORLD BUT I WAS A BOY AND SHE WAS A GIRL AND I PRESENTED HER PROTECTING ANNA ,0.15151515151515152,0.17483989894390106
2035-147960-0000,2035,pitch_+3,SHE WAS FOUR YEARS OLDER THAN I TO BE SURE AND HAD SEEN MORE OF THE WORLD BUT I WAS A BOY AND SHE WAS A GIRL AND I RESENTED HER PROTECTING MANNER,SHE WAS FOUR YEARS OLDER THAN I TO BE SURE AND HAD SEEN MORE OF THE WORLD BUT I WAS A BOY AND SHE WAS A GIRL AND I RESENTED HER FOR CHECKING IN HER ,0.12121212121212122,0.35734623670578003
2035-147960-0001,2035,original,THIS CHANGE CAME ABOUT FROM AN ADVENTURE WE HAD TOGETHER,THIS CHANGE CAME ABOUT FROM AN ADVENTURE WE HAD TOGETHER ,0.0,1.0
2035-147960-0001,2035,pitch_-3,THIS CHANGE CAME ABOUT FROM AN ADVENTURE WE HAD TOGETHER,THIS CHANGE CAME ABOUT FROM AN ADVENTURE WE HAD TOGETHER ,0.0,0.17499715089797974
2035-147960-0001,2035,pitch_+3,THIS CHANGE CAME ABOUT FROM AN ADVENTURE WE HAD TOGETHER,THIS CHANGE CAME OUT FROM AN ADVENTURE WE HAD TOGETHER ,0.1,0.34658312797546387
2035-147960-0002,2035,original,ONE DAY WHEN I RODE OVER TO THE SHIMERDAS I FOUND ANTONIA STARTING OFF ON FOOT FOR RUSSIAN PETER'S HOUSE TO BORROW A SPADE AMBROSCH NEEDED,ONE DAY WHEN I RODE OVER TO THE SHIMERITAS I FOUND ANTONYA STARTING OFF ON FOOT FOR RUSSIAN PETER'S HOUSE TO BORROW A SPADE AND BRUSH NEEDED ,0.15384615384615385,1.0
2035-147960-0002,2035,pitch_-3,ONE DAY WHEN I RODE OVER TO THE SHIMERDAS I FOUND ANTONIA STARTING OFF ON FOOT FOR RUSSIAN PETER'S HOUSE TO BORROW A SPADE AMBROSCH NEEDED,ONE DAY MY ROLLOVER TO THE SCHMERAS HAD FOUND THAT KNEA STARTING OFF ON POINT FOR RUSSIAN PETER'S HOUSE CHARLES SPADE AND ROCHE NEEDED ,0.5384615384615384,0.2276749610900879
2035-147960-0002,2035,pitch_+3,ONE DAY WHEN I RODE OVER TO THE SHIMERDAS I FOUND ANTONIA STARTING OFF ON FOOT FOR RUSSIAN PETER'S HOUSE TO BORROW A SPADE AMBROSCH NEEDED,ONE DAY WHEN I ROLLED OVER TO THE SCHNARAS I FOUND A TNEA STARTING OFF ON FOOT FOR RUSSIAN PETER'S HOUSE CHARLES STATE AND RUSSIAN UNION ,0.38461538461538464,0.5025215744972229
2035-147960-0003,2035,original,THERE HAD BEEN ANOTHER BLACK FROST THE NIGHT BEFORE AND THE AIR WAS CLEAR AND HEADY AS WINE,THERE HAD BEEN ANOTHER BLACK FROST THE NIGHT BEFORE AND THE AIR WAS CLEAR AND HEADY AS WINE ,0.0,1.0
2035-147960-0003,2035,pitch_-3,THERE HAD BEEN ANOTHER BLACK FROST THE NIGHT BEFORE AND THE AIR WAS CLEAR AND HEADY AS WINE,THERE HAD BEEN ANOTHER BLACK CROSS NIGHT BEFORE AND THE AIR WAS CLEAR AND HEAVY AS WINE ,0.16666666666666666,0.15002508461475372
2035-147960-0003,2035,pitch_+3,THERE HAD BEEN ANOTHER BLACK FROST THE NIGHT BEFORE AND THE AIR WAS CLEAR AND HEADY AS WINE,THERE'D BEEN ANOTHER BLACK CROSS TONIGHT BEFORE AND THE AIR WAS CLEAR AND HEAVY AS WINE ,0.3333333333333333,0.4612598717212677
2035-147960-0004,2035,original,IT WAS ON ONE OF THESE GRAVEL BEDS THAT I MET MY ADVENTURE,IT WAS ON ONE OF THESE GRAVEL BEDS THAT I MET MY ADVENTURE ,0.0,1.0
2035-147960-0004,2035,pitch_-3,IT WAS ON ONE OF THESE GRAVEL BEDS THAT I MET MY ADVENTURE,IT WAS ON ONE OF THESE RUBBLE BEDS THAT I MET MY BEST FRIEND ,0.23076923076923078,0.2114262580871582
2035-147960-0004,2035,pitch_+3,IT WAS ON ONE OF THESE GRAVEL BEDS THAT I MET MY ADVENTURE,IT WAS A ONE OF THESE RUBBLE BEDS THAT I MET MY VENTURE ,0.23076923076923078,0.39471742510795593
2086-149214-0000,2086,original,THE NARRATIVE IT MAY BE IS WOVEN OF SO HUMBLE A TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT THE MORE DIFFICULT OF ATTAINMENT,THE NARRATIVE IT MAY BE IS WOVEN OF SO HUMBLE A TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT THE MORE DIFFICULT OF ATTAINMENT ,0.0,1.0
2086-149214-0000,2086,pitch_-3,THE NARRATIVE IT MAY BE IS WOVEN OF SO HUMBLE A TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT THE MORE DIFFICULT OF ATTAINMENT,THE NARRATIVE IT MAY BE IS WOVEN A SO HUMBLE TEXTURE AS TO REQUIRE DISADVANTAGE AND AT THE SAME TIME 300 MORE DIFFICULT ENTERTAINMENT ,0.3333333333333333,0.27452680468559265
2086-149214-0000,2086,pitch_+3,THE NARRATIVE IT MAY BE IS WOVEN OF SO HUMBLE A TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT THE MORE DIFFICULT OF ATTAINMENT,THE NARRATIVE IT MAY BE IS WOVEN A SO HUMBLE TEXTURE AS TO REQUIRE THIS ADVANTAGE AND AT THE SAME TIME TO RENDER IT MORE DIFFICULT OF ATTAINMENT ,0.1,0.3094506859779358
2086-149214-0001,2086,original,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND ,0.0,1.0
2086-149214-0001,2086,pitch_-3,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO BATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND ,0.05263157894736842,0.3195948302745819
2086-149214-0001,2086,pitch_+3,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND,IN GOOD FAITH HOWEVER HE IS NOT SUFFICIENTLY IMAGINATIVE TO FLATTER HIMSELF WITH THE SLIGHTEST HOPE OF THIS KIND ,0.0,0.2719881236553192
2086-149214-0002,2086,original,THE AUTHOR HAS CONSIDERED IT HARDLY WORTH HIS WHILE THEREFORE RELENTLESSLY TO IMPALE THE STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS AT ONCE DEPRIVING IT OF LIFE AND CAUSING IT TO STIFFEN IN AN UNGAINLY AND UNNATURAL ATTITUDE,THE AUTHOR HAS CONSIDERED IT HARDLY WORTH HIS WHILE THEREFORE RELENTLESSLY TO IMPALE THE STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS IT WANTS DEPRIVING IT OF LIFE AND CAUSING IT TO STIFFEN IN AN UNGAINLY AND UNNATURAL ATTITUDE ,0.0392156862745098,1.0
2086-149214-0002,2086,pitch_-3,THE AUTHOR HAS CONSIDERED IT HARDLY WORTH HIS WHILE THEREFORE RELENTLESSLY TO IMPALE THE STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS AT ONCE DEPRIVING IT OF LIFE AND CAUSING IT TO STIFFEN IN AN UNGAINLY AND UNNATURAL ATTITUDE,THE AUTHOR HAS CONSIDERED A PARTY WORTH HIS WHILE THEREFORE TO PREVENT THE FUTURE OF TAYLOR'S STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS IT WANTS TO PROVIDE A GOOD LIFE AND CAUSE IT TO SIFT IN AN UNGAINLY AND UNNATURAL ATTITUDE ,0.29411764705882354,0.3541908860206604
2086-149214-0002,2086,pitch_+3,THE AUTHOR HAS CONSIDERED IT HARDLY WORTH HIS WHILE THEREFORE RELENTLESSLY TO IMPALE THE STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS AT ONCE DEPRIVING IT OF LIFE AND CAUSING IT TO STIFFEN IN AN UNGAINLY AND UNNATURAL ATTITUDE,THE AUTHOR HAS CONSIDERED IT PARTLY WORTH HIS WHILE THEREFORE TO PREVENT THE SPEECH ON TAYLOR'S STORY WITH ITS MORAL AS WITH AN IRON ROD OR RATHER AS BY STICKING A PIN THROUGH A BUTTERFLY THUS IT WANTS A PRIDE IN YOUR LIFE AND CAUSING IT TO SIT IN AN UNGAINLY AND UNNATURAL ATTITUDE ,0.2549019607843137,0.2383277416229248
2086-149214-0003,2086,original,IF PERMITTED BY THE HISTORICAL CONNECTION WHICH THOUGH SLIGHT WAS ESSENTIAL TO HIS PLAN THE AUTHOR WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING OF THIS NATURE,IF PERMITTED BY THE HISTORICAL CONNECTION WHICH THOUGH SLIGHT WAS ESSENTIAL TO HIS PLAN THE AUTHOR WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING OF THIS NATURE ,0.0,1.0
2086-149214-0003,2086,pitch_-3,IF PERMITTED BY THE HISTORICAL CONNECTION WHICH THOUGH SLIGHT WAS ESSENTIAL TO HIS PLAN THE AUTHOR WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING OF THIS NATURE,IT IS PERMITTED BY THE HISTORICAL CONNECTION WHICH THOSE LIKE WAS ESSENTIAL TO THIS PLAN THE AUTHOR WOULD VERY WILLINGLY AVOID ENDING THIS NATURE ,0.36,0.2875477075576782
2086-149214-0003,2086,pitch_+3,IF PERMITTED BY THE HISTORICAL CONNECTION WHICH THOUGH SLIGHT WAS ESSENTIAL TO HIS PLAN THE AUTHOR WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING OF THIS NATURE,IF CREATED BY THE HISTORICAL CONNECTION WHICH THOSE LIKE WAS ESSENTIAL TO THIS PLAN THEY OFTEN WOULD VERY WILLINGLY HAVE AVOIDED ANYTHING WITH THIS NATURE ,0.28,0.21434155106544495
2086-149214-0004,2086,original,HE TRUSTS NOT TO BE CONSIDERED AS UNPARDONABLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES IN THE AIR,HE TRUSTS NOT TO BE CONSIDERED AS UNPARDONABLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES IN THE AIR ,0.0,1.0
2086-149214-0004,2086,pitch_-3,HE TRUSTS NOT TO BE CONSIDERED AS UNPARDONABLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES IN THE AIR,HE TRUSTS NOT TO BE CONSIDERED AS UNPARTENT OF THE OFFENDING BY LAYING ON THE STREET AND VERGES UPON NOBODY'S HIGH OF RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS ALL THE USE OF DISRUPTING HOUSES IN THE AIR ,0.30434782608695654,0.39513567090034485
2086-149214-0004,2086,pitch_+3,HE TRUSTS NOT TO BE CONSIDERED AS UNPARDONABLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES IN THE AIR,HE TRUSTS NOT TO BE CONSIDERED AS UNPARTINGLY OFFENDING BY LAYING OUT A STREET THAT INFRINGES UPON NOBODY'S PRIVATE RIGHTS AND APPROPRIATING A LOT OF LAND WHICH HAD NO VISIBLE OWNER AND BUILDING A HOUSE OF MATERIALS LONG IN USE FOR CONSTRUCTING CASTLES OF THE AIR ,0.043478260869565216,0.3068719208240509
7976-110124-0000,7976,original,LONG AGO THERE LIVED A MERCHANT WHO HAD THREE DAUGHTERS,LONG AGO THEY LIVED A MERCHANT WHO HAD THREE DAUGHTERS ,0.1,1.0
7976-110124-0000,7976,pitch_-3,LONG AGO THERE LIVED A MERCHANT WHO HAD THREE DAUGHTERS,LONG AGO THERE WAS A MERCHANT WHO HAD THREE DAUGHTERS ,0.1,0.20365215837955475
7976-110124-0000,7976,pitch_+3,LONG AGO THERE LIVED A MERCHANT WHO HAD THREE DAUGHTERS,LONG AGO THEY LIVED IN MERCHANTS WHO HAD THREE DAUGHTERS ,0.3,0.14026984572410583
7976-110124-0001,7976,original,EVERY YEAR AT A CERTAIN DAY OF A CERTAIN MONTH HE WENT AWAY TO A DISTANT CITY TO COLLECT MONEY ON AN ACCOUNT,EVERY YEAR AT A CERTAIN DAY OF A CERTAIN MONTH HE WENT AWAY TO A DISTANT CITY TO COLLECT MONEY ON AN ACCOUNT ,0.0,1.0
7976-110124-0001,7976,pitch_-3,EVERY YEAR AT A CERTAIN DAY OF A CERTAIN MONTH HE WENT AWAY TO A DISTANT CITY TO COLLECT MONEY ON AN ACCOUNT,EVERY YEAR AT A CERTAIN DAY OF A CERTAIN MONTH YOU MUST WAIT FOR A DISTANT CITY TO CRACK MONEY ON YOUR COUCH ,0.30434782608695654,0.1753258854150772
7976-110124-0001,7976,pitch_+3,EVERY YEAR AT A CERTAIN DAY OF A CERTAIN MONTH HE WENT AWAY TO A DISTANT CITY TO COLLECT MONEY ON AN ACCOUNT,EVERY YEAR AT A CERTAIN DAY FOR A CERTAIN MONTH HE WENT AWAY TO A DISTANT CITY TO COLLECT MONEY ON A COUCH ,0.13043478260869565,0.10320558398962021
7976-110124-0002,7976,original,HOW DO YOU KNOW ASKED THEIR FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MIGHT COME UPON YOU,HOW DO YOU KNOW ASKED THEIR FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MIGHT COME UPON YOU ,0.0,1.0
7976-110124-0002,7976,pitch_-3,HOW DO YOU KNOW ASKED THEIR FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MIGHT COME UPON YOU,HOW DO YOU KNOW ASIF FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MAY COME UPON YOU ,0.10714285714285714,0.23590229451656342
7976-110124-0002,7976,pitch_+3,HOW DO YOU KNOW ASKED THEIR FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MIGHT COME UPON YOU,HOW DO YOU KNOW ASTON FATHER I AM OLDER AND WISER THAN YOU ARE AND I KNOW THAT THERE ARE MANY EVILS WHICH MAY COME UPON YOU ,0.10714285714285714,0.21237188577651978
7976-110124-0003,7976,original,WHEN IT WAS EVENING HE LED HIS BAND INTO A NEARBY STREET AND IN HIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED AT THE DOOR,WHEN IT WAS EVENING HE LED HIS BAND INTO A NEARBY STREET AND IN HIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED AT THE DOOR ,0.0,1.0
7976-110124-0003,7976,pitch_-3,WHEN IT WAS EVENING HE LED HIS BAND INTO A NEARBY STREET AND IN HIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED AT THE DOOR,WHETHER IT WAS EVENING HE HAD HIS BAND INTO A NEARBY STREET AND IN THIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED IN THE DOOR ,0.16,0.14440008997917175
7976-110124-0003,7976,pitch_+3,WHEN IT WAS EVENING HE LED HIS BAND INTO A NEARBY STREET AND IN HIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED AT THE DOOR,WHEN IT WAS EVENING HE LED HIS BAND INTO A NEARBY STREET AND IN HIS DISGUISE APPROACHED THE MERCHANT'S HOUSE HE KNOCKED AT THE DOOR ,0.0,0.15950900316238403
7976-110124-0004,7976,original,HAVE PITY UPON A POOR UNFORTUNATE ONE HE CALLED OUT,HAVE PITY UPON A POOR UNFORTUNATE ONE HE CALLED OUT ,0.0,1.0
7976-110124-0004,7976,pitch_-3,HAVE PITY UPON A POOR UNFORTUNATE ONE HE CALLED OUT,HAVE PITY UPON A POOR UNFORTUNATE ONE HE CALLED OUT ,0.0,0.14560216665267944
7976-110124-0004,7976,pitch_+3,HAVE PITY UPON A POOR UNFORTUNATE ONE HE CALLED OUT,HAVE PITY UPON A POOR UNFORTUNATE ONE YOU CALLED OUT ,0.1,0.09974731504917145
1988-147956-0000,1988,original,FUCHS BROUGHT UP A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND GRANDMOTHER PACKED SOME LOAVES OF SATURDAY'S BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX,FOLKS BROUGHT UP A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND GRANDMOTHER PACKED SOME LOAVES OF SATURDAY'S BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX ,0.02564102564102564,1.0
1988-147956-0000,1988,pitch_-3,FUCHS BROUGHT UP A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND GRANDMOTHER PACKED SOME LOAVES OF SATURDAY'S BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX,FUX BROKE THE STACK OF POTATOES IN A PIECE OF PURE PORK FROM THE CELLAR AND RANDOMLY PACKED SOME LOAVES OF TEN DAY BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX ,0.2564102564102564,0.16454516351222992
1988-147956-0000,1988,pitch_+3,FUCHS BROUGHT UP A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND GRANDMOTHER PACKED SOME LOAVES OF SATURDAY'S BREAD A JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX,FOLKS BROUGHT A SACK OF POTATOES AND A PIECE OF CURED PORK FROM THE CELLAR AND RANDOMLY PACKED SOME LOAVES OF SATURDAY'S BREAD AND JAR OF BUTTER AND SEVERAL PUMPKIN PIES IN THE STRAW OF THE WAGON BOX ,0.10256410256410256,0.24104906618595123
1988-147956-0001,1988,original,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS NODDING IN TIME TO HIS BITES AS HE ATE DOWN TOWARD THEM,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS NODDING IN TIME TO HIS BITES AS HE ATE DOWN TOWARD THEM ,0.0,1.0
1988-147956-0001,1988,pitch_-3,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS NODDING IN TIME TO HIS BITES AS HE ATE DOWN TOWARD THEM,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS GNAWING IN TIME TO HIS BITES AS HE ATE DOWN FOR THEM ,0.05714285714285714,0.13199952244758606
1988-147956-0001,1988,pitch_+3,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS NODDING IN TIME TO HIS BITES AS HE ATE DOWN TOWARD THEM,OCCASIONALLY ONE OF THE HORSES WOULD TEAR OFF WITH HIS TEETH A PLANT FULL OF BLOSSOMS AND WALK ALONG MUNCHING IT THE FLOWERS GNAWING IN TIME TO HIS BITES AS HE ATE DOWN FOR THEM ,0.05714285714285714,0.3195570707321167
1988-147956-0002,1988,original,IT'S NO BETTER THAN A BADGER HOLE NO PROPER DUGOUT AT ALL,IT'S NO BETTER THAN A BADGER HOLE NO PROPER DUGOUT AT ALL ,0.0,1.0
1988-147956-0002,1988,pitch_-3,IT'S NO BETTER THAN A BADGER HOLE NO PROPER DUGOUT AT ALL,IT'S NO BETTER THAN A BADGERABLE NO PROPER DUGOUT AT ALL ,0.16666666666666666,0.03852342814207077
1988-147956-0002,1988,pitch_+3,IT'S NO BETTER THAN A BADGER HOLE NO PROPER DUGOUT AT ALL,IT'S NO BETTER THAN A MEASURE HOLE NO PROPER DUGOUT AT ALL ,0.08333333333333333,0.10091215372085571
1988-147956-0003,1988,original,NOW WHY IS THAT OTTO,NOW WHY IS THAT AUTO ,0.2,1.0
1988-147956-0003,1988,pitch_-3,NOW WHY IS THAT OTTO,NOW WHY IS THAT ALSO ,0.2,0.1627868264913559
1988-147956-0003,1988,pitch_+3,NOW WHY IS THAT OTTO,NOW WHY IS THAT OTTO ,0.0,0.2524086833000183
1988-147956-0004,1988,original,PRESENTLY AGAINST ONE OF THOSE BANKS I SAW A SORT OF SHED THATCHED WITH THE SAME WINE COLORED GRASS THAT GREW EVERYWHERE,PRESENTLY AGAINST ONE OF THOSE BANKS I SAW A SORT OF SHED THATCHED WITH THE SAME WINE COLORED GRASS THAT GREW EVERYWHERE ,0.0,1.0
